cust_id,company1,city,type
SOFCR,SAVE ON FOOD CAMPBELL RIVER,CAMPBELL RIVER,FREIGHT
SOFBROOK,SAVE ON FOODS BROOKS LANDING,NANAIMO,UPISLAND
SOFCC,SAVE ON FOODS COUNTRY CLUB,NANAIMO,UPISLAND
SOFDUN,SAVE ON FOODS DUNCAN,DUNCAN,UPISLAND
SOFFORT,SAVE ON FOODS FORT & FOUL BAY,VICTORIA,TOWN
SOFLADY,SAVE ON FOODS LADYSMITH,LADYSMITH,UPISLAND
SOFLANG,SAVE ON FOODS LANGFORD,LANGFORD,TOWN
SOFPAND,SAVE ON FOODS PANDORA,VICTORIA,TOWN
SOFPARKS,SAVE ON FOODS PARKSVILLE,PARKSVILLE,UPISLAND
SOFPORT,SAVE ON FOODS PORT ALBERNI,PORT ALBERNI,FREIGHT
SOFPR,SAVE ON FOODS POWELL RIVER,POWELL RIVER,FREIGHT
SOFSAAN,SAVE ON FOODS SAANICH,SAANICH,TOWN
SOFSID,SAVE ON FOODS SIDNEY,SIDNEY,TOWN
SOFTILL,SAVE ON FOODS TILLICUM,VICTORIA,TOWN
SOFUNI,SAVE ON FOODS UNIVERSITY HEIGHTS,VICTORIA,TOWN
SOFWEST,SAVE ON FOODS WESTSIDE VILLAGE,VICTORIA,TOWN
SOFWOOD,SAVE ON FOODS WOODGROVE,NANAIMO,UPISLAND
SAVOUR,SAVOURY BIGHT,POWELL RIVER,FREIGHT
SAWMILL,SAWMILL TAPHOUSE & GRILL LTD,CHEMAINUS,UPISLAND
SCHOOL63,SCHOOL DISTRICT 63,,LOOKUP
SCHNER,SCHOONER RESTAURANT - TOFINO,TOFINO,FREIGHT
SCOTTYS,SCOTTY'S DOG HOUSE,SIDNEY,TOWN
SEAMON,SEA MONSTER NOODLE BAR,TOFINO,FREIGHT
SEABRZ,SEABREEZE TAKE OUT,CAMPBELL RIVER,FREIGHT
SEACAF,SEAHORSES CAFE,BRENTWOOD BAY,TOWN
SEASIDE,SEASIDE RESTAURANT dba,SALT SPRING ISLAND,UPISLAND
SEAWOK,SEAWOK RESTAURANT,CAMPBELL RIVER,FREIGHT
SEHMIJ,SEHMI JAPANESE RESTAURANT,PORT ALBERNI,FREIGHT
SJAPAN,SEHMI JAPANESE RESTAURANT,COURTENAY,FREIGHT
SELKI,SELKIRK CAFE,VICTORIA,TOWN
SELKIRK,SELKIRK SENIORS VILLAGE(SGP)#51284,VICTORIA,TOWN
SEOM,SEOM RESTAURANT dba,UCLUELET,FREIGHT
SERIOUS,SERIOUS BAKERY NO 1 INC,DUNCAN,UPISLAND
SEVENO,SEVEN OAKS,VICTORIA,TOWN
SEVENS,SEVEN SEAS,RICHMOND,VAN
LAKEGARD,SGP(51216)LAKESIDE GARDEN SENIOR RES.,NANAIMO,UPISLAND
SHADYR,SHADY REST HOTEL,QUALICUM BEACH,FREIGHT
SHANGH,SHANGHAI CITY RESTAURANT,NANAIMO,UPISLAND
WESTSHAN,SHANNON OAKS dba,VICTORIA,TOWN
BITCHIN,SHANZEE'S  BISCUIT CAFE dba,VICTORIA,TOWN
SHAWCA,SHAW CAFE (AC)2864,NANAIMO,UPISLAND
SHAWNC,SHAWN HARTLEY CASH SALE ACCOUNT,,LOOKUP
SHAWPR,SHAWN HARTLEY PROMO ACCOUNT,,LOOKUP
SHAWNIG,SHAWNIGAN LAKE SCHOOL,SHAWNIGAN LAKE,UPISLAND
SHE'SCR,SHE'S CRAFTY dba,VICTORIA,TOWN
SHED,SHED dba.,TOFINO,FREIGHT
SHELTE,SHELTER RESTAURANT,TOFINO,FREIGHT
SHERWO,SHERWOOD HOUSE(SGP)51035,DUNCAN,UPISLAND
SHINGL,SHINGLEMILL PUB & BISTRO,POWELL RIVER,FREIGHT
SHIPAND,SHIP AND SHORE MARINE LTD,BOWSER,FREIGHT
SHIPYA,SHIP YARD RESTAURANT & PUB,DUNCAN,UPISLAND
SHIZEN,SHIZEN SUSHI,VICTORIA,TOWN
SHOAL,SHOAL CENTRE(SGP)51140,VICTORIA,TOWN
SHOPAN,SHOP AND SAVE STORE,YOUBOU,UPISLAND
SHORE,SHORE RESTAURANT dba,QUALICUM BEACH,FREIGHT
SIDALL,SIDNEY ALL CARE(o/a)(CPS)08107 7899,SIDNEY,TOWN
SIDBAK,SIDNEY BAKERY,SIDNEY,TOWN
SIDINT,SIDNEY CARE HOME (CPS)08107 7908,SIDNEY,TOWN
SIDFIRE,SIDNEY FIREMAN'S ASSOCIATION,SIDNEY,TOWN
SIDLIO,SIDNEY LIONS,,LOOKUP
SIDNOR,SIDNEY NORTH SAANICH YACHT CLUB,SIDNEY,TOWN
SMEADO,SILVER MEADOWS FARM,ERRINGTON,UPISLAND
SIHOLT,SIMONHOLT FOOD & DRINK dba,NANAIMO,UPISLAND
SIXMILEB,SIX MILE BAKERY,VICTORIA,TOWN
SIXMIP,SIX MILE PUB,VICTORIA,TOWN
SIZZWEST,SIZZLING TANDOOR RESTAURANT LTD,VICTORIA,TOWN
SIZZJOHN,SIZZLING TANDOOR RESTAURANT LTD.,VICTORIA,TOWN
SIZZUPTO,SIZZLING TANDOOR RESTAURANT LTD.,VICTORIA,TOWN
SLATR1,SLATERS 1ST CLASS MEATS,VICTORIA,TOWN
SMIDUN,SMITTY'S - DUNCAN,DUNCAN,UPISLAND
SMITNAN,SMITTY'S - NANAIMO,NANAIMO,UPISLAND
SMITTS,SMITTY'S - SIDNEY,SIDNEY,TOWN
SMIPOR,SMITTY'S dba,PORT ALBERNI,FREIGHT
SMITPARK,SMITTY'S PARKSVILLE dba,PARKSVILLE,UPISLAND
SMNORTH,SMITTY'S ROCK CITY (NORTH) dba,NANAIMO,UPISLAND
SMOKENW,SMOKE N WATER RESTAURANT INC,NANOOSE,UPISLAND
SMKMASTR,SMOKEMASTERS GOURMET FOODS,QUALICUM BEACH,FREIGHT
SMOKINB,SMOKIN BARREL'S BBQ & CATERING dba,,LOOKUP
SMOKGE,SMOKIN GEORGE'S BBQ,NANAIMO,UPISLAND
SMUGGL,SMUGGLERS COVE PUB,VICTORIA,TOWN
SNACK,SNACK ATTACK SHACK,POWELL RIVER,FREIGHT
SNICKE,SNICKERS PIZZA,POWELL RIVER,FREIGHT
SOBORE,SOBO RESTAURANT,TOFINO,FREIGHT
SOLDAS,SOLDA'S RESTAURANT LTD.,PORT ALBERNI,FREIGHT
SOLID,SOLIDARITY SNACKS,UCLUELET,FREIGHT
SGPSOMER,SOMERSET HOUSE (SGP) 51174,VICTORIA,TOWN
SONGHE,SONGHEES NATION,VICTORIA,TOWN
SOOKEB,SOOKE BISTRO,SOOKE,TOWN
SOURPI,SOUR PICKLE,VICTORIA,TOWN
SOUTHM,SOUTH MALAHAT 4-H,VICTORIA,TOWN
SPITFI,SPIT FIRE GRILL,SIDNEY,TOWN
SPORTS,SPORTSMAN STEAKHOUSE,PORT MCNEILL,FREIGHT
SPRTSM,SPORTY'S BAR & GRILL,PORT HARDY,FREIGHT
SPRINGW,SPRINGWATER LODGE dba,MAYNE ISLAND,P/U
STMARGA,ST MARGARET'S SCHOOL dba,VICTORIA,TOWN
STANDR,ST. ANDREW'S HIGH SCHOOL,VICTORIA,TOWN
STCHAR,ST. CHARLES MANOR(SGP)51211,VICTORIA,TOWN
STMICH,ST. MICHAELS UNIVERSITY SCHOOL,VICTORIA,TOWN
STAFF_CA,STAFF CASH OR DEBIT ORDERS,,LOOKUP
STAFF_01,STAFF PURCHASES,,LOOKUP
STANFO,STANFORD SENIORS VILLAGE(SGP)#51285,PARKSVILLE,UPISLAND
STARBO,STARBOARD GRILL,PORT ALBERNI,FREIGHT
STARFS,STARFISH CAFE & CATERING,SIDNEY,TOWN
STARKS,STARKES DELI & MEATS,SIDNEY,TOWN
STATSTR,STATION STREET CAFE(dba),DUNCAN,UPISLAND
STEAMS,STEAMSHIP GRILL& TAPHOUSE,VICTORIA,TOWN
STELLAR,STELLER FOOD GROUP dba,NANOOSE BAY,UPISLAND
MARPLC,STEVEN OVERHOLT (SALTSPRING ISL),SALTSPRING ISLAND,UPISLAND
STEVEN,STEVENSON PLACE(SGP)51025,COMOX,FREIGHT
STOREY,STOREY CREEK GOLF & RECREATION,CAMPBELL RIVER,FREIGHT
STRATH,STRATHCONA (STICKY WICKET),VICTORIA,TOWN
STRAPK,STRATHCONA PARK LODGE,STRATHCONA PARK,FREIGHT
STRAWB,STRAWBERRY VALE FASTBALL,VICTORIA,TOWN
STRIKER,STRIKERS BAR & GRILL dba,POWELL RIVER,FREIGHT
SULTP,SULT PIEROGI BAR dba,VICTORIA,TOWN
SUMMIT,SUMMIT AT QUADRA VILLAGE(CPS) 08107 9178,VICTORIA,TOWN
SUNRIS,SUNRISE ASSISTED LIVING(SGP)51127,PORTLAND,N/A
SUNSET,SUNSET LODGE 8107 7722 dba,RICHMOND HILL,N/A
SUPERE,SUPERETTE FOODS,NANAIMO,UPISLAND
SURFGR,SURFSIDE GRILL,TOFINO,FREIGHT
SURLY,"SURLY MERMAID, THE",SIDNEY,TOWN
SUSHII,SUSHI ICHI,PARKSVILLE,UPISLAND
SUTRA,SUTRA dba,VICTORIA,TOWN
SWALEC,SWALE ROCK CAFE,PORT ALBERNI,FREIGHT
TACOJU,TACO JUSTICE,VICTORIA,TOWN
TACOREV,TACO REVOLUTION dba,COBBLE HILL,UPISLAND
TACOTOWN,TACO THE TOWN,POWELL RIVER,FREIGHT
TAJIND,TAJ TASTE OF INDIA dba,VICTORIA,TOWN
TANRES,TANIA'S RESTAURANT dba,NANAIMO,UPISLAND
TSTOFT,TASTE OF TOKYO JAPANESE RESTAURANT,SIDNEY,TOWN
TASTEFUL,TASTEFUL ESSENTIALS,PARKSVILLE,UPISLAND
TEALC,TEALC CAFE /BC CANCER AGENCY,VICTORIA,TOWN
TERROL,TERIYAKI AND ROLL,VICTORIA,TOWN
TERIYAKI,TERIYAKI HOUSE dba,SOOKE,TOWN
THATLIL,"THAT LIL"" PASTA PLACE""",VICTORIA,TOWN
CHICPL,THAT CHICKEN PLACE INC.,POWELL RIVER,FREIGHT
THEGRI,THE GRILLER,VICTORIA,TOWN
WESHEIGH,THE HEIGHTS AT MT. VIEW dba,VICTORIA,TOWN
LAKEHOU,THE LAKEHOUSE AT SHAWNIGAN dba,SHAWNIGAN LAKE,UPISLAND
THIRDW,THIRD WAVE COFFEE COMPANY,CROFTON,UPISLAND
THRIFT,THRIFTY #1,VICTORIA,TOWN
THRIF2,THRIFTY #2,VICTORIA,TOWN
THRIF3,THRIFTY #3,Mill Bay,UPISLAND
THRIF4,THRIFTY #4,SIDNEY,TOWN
THRIF6,THRIFTY #6,VICTORIA,TOWN
THRIF7,THRIFTY #7,NANAIMO,UPISLAND
THRIF8,THRIFTY #8,VICTORIA,TOWN
THRIF9,THRIFTY #9,VICTORIA,TOWN
THRFCO,THRIFTY COMMISSARY,VICTORIA,TOWN
THRI33,THRIFTY FOODS # 33,LANGFORD,TOWN
THRI10,THRIFTY FOODS #10,PARKSVILLE,UPISLAND
THRI11,THRIFTY FOODS #11,SALTSPRING ISLAND,UPISLAND
THRI13,THRIFTY FOODS #13,VICTORIA,TOWN
THRF14,THRIFTY FOODS #14,SAANICHTON,TOWN
THRF15,THRIFTY FOODS #15,VICTORIA,TOWN
THRI16,THRIFTY FOODS #16,NANAIMO,UPISLAND
THRI17,THRIFTY FOODS #17,VICTORIA,TOWN
THRI18,THRIFTY FOODS #18,DELTA,VAN
THRI19,THRIFTY FOODS #19,CAMPBELL RIVER,FREIGHT
THRI21,THRIFTY FOODS #21,SAANICHTON,TOWN
THRI23,THRIFTY FOODS #23,PORT MOODY,VAN
THRI24,THRIFTY FOODS #24,SURREY,VAN
THRI26,THRIFTY FOODS #26,NORTH VANCOUVER,VAN
THRI27,THRIFTY FOODS #27,DUNCAN,UPISLAND
THRI29,THRIFTY FOODS #29,COURTENAY,FREIGHT
THRI31,THRIFTY FOODS #31,MAPLE RIDGE,VAN
THRI34,THRIFTY FOODS #34,COURTENAY,FREIGHT
THRF35,THRIFTY FOODS #35,NORTH VANCOUVER,VAN
THRIFW,THRIFTY HEAD OFFICE,SAANICHTON,TOWN
THUNDE,THUNDER'S TRUCK,CHEMAINUS,UPISLAND
THUNCHI,THUNDERBIRD CHICKEN,VICTORIA,TOWN
THUNDER,THUNDERBIRD KOREAN FRIED CHICKEN (COOK),VICTORIA,TOWN
SUBONT,TIA MEI'S CAFE,NANAIMO,UPISLAND
BO-BAN,TIA'S CAFE (dba),PORT MCNEILL,FREIGHT
TIBKIT,TIBETAN KITCHEN dba,VICTORIA,TOWN
TIDCAF,TIDAL CAFE,COMOX,FREIGHT
TIDALNAN,TIDAL TACOS NANAIMO,NANAIMO,UPISLAND
TIMPUB,TIMBERLAND PUB,LADYSMITH,UPISLAND
TINWIS,TIN WIS RESORT LTD,TOFINO,FREIGHT
TODAYS,TODAYS LUNCH COMPANY,VICTORIA,TOWN
WEIGHW,TOFINO RESORT + MARINA,PRINCE GEORGE,N/A
TOFINOW,TOFINO WILDERNESS RESORT LTD.,TOFINO,FREIGHT
TOGO,TOGO SUSHI,VICTORIA,TOWN
TOM&JER,TOM & JERRY'S SAUSAGE,PENDER ISLAND,TOWN
TOMBR,TOM BREMNER,SALT SPRING ISLAND,UPISLAND
TOMI'S,TOMI'S HOME COOKING,PORT RENFREW,FREIGHT
TOMMAR,TOMLEY'S MARKET dba,VICTORIA,TOWN
TOMMSM,TOMM'S MANAGEMENT HOLDINGS INC,BOWSER,FREIGHT
TONYFUN,TONY FUNDRAISER,VICTORIA,TOWN
TONYSC,TONY'S CASH SALES,,LOOKUP
TONYPR,TONY'S PROMO ACCOUNT,,LOOKUP
TODOGP,TOP DOG PIZZA,VICTORIA,TOWN
TOQUECA,TOQUE CATERING dba,VICTORIA,TOWN
TOSCANO,TOSCANO'S TRATTORIA LTD,COMOX,FREIGHT
TOUGHC,TOUGH CITY SUSHI,TOFINO,FREIGHT
TOWERF,TOWER FENCE PRODUCTS LTD.,VICTORIA,TOWN
TOWNLC,TOWN OF LAKE COWICHAN,LAKE COWICHAN,UPISLAND
TOWNSG,TOWNSITE GROCERY dba,NANAIMO,UPISLAND
TRAILH,TRAILHEAD RESORT LTD,PORT RENFREW,FREIGHT
TREES,TREES,PARKSVILLE,UPISLAND
TREERES,TREES RESTAURANT,VICTORIA,TOWN
TRILLI,TRILLIUM LODGE(CPS)08107 7334,PARKSVILLE,UPISLAND
TROLLE,TROLLERS FISH AND CHIPS dba,NANAIMO,UPISLAND
HERIOT,TRU VALUE FOODS-HERIOT BAY,HERIOT BAY,FREIGHT
MAYNET,TRU VALUE FOODS-MAYNE ISLAND,SAANICHTON,TOWN
TRUVAL,TRU VALUE FOODS-PENDER ISLAND,PENDER ISLAND,TOWN
Q-COVET,TRU VALUE FOODS-QUALTHIASKI COVE,QUALTHIASKI COVE,FREIGHT
TRUFFL,TRUFFLES CATERING,VICTORIA,TOWN
TSOWTUN,TSOW-TUN LE LUM SOCIETY(CPS)08107 7624,LANTZVILLE,UPISLAND
TUFFBEAN,TUFF BEANS LTD.,TOFINO,FREIGHT
TWIG,TWIG & BUOY,SALTSPRING ISLAND,UPISLAND
UCBREW,UCLUELET BREWING COMPANY dba,UCLUELET,FREIGHT
UCGENST,UCLUELET GENERAL STORE,UCLUELET,FREIGHT
UKEEDOGS,UKEE DOGS TAQUERIA,UCLUELET,FREIGHT
UNIFOR,UNIFOR LOCAL 333BC,VICTORIA,TOWN
UNIONBAY,UNION BAY PIZZA & THE FOOD TRUCK dba,UNION BAY,FREIGHT
UNIONC,UNION CLUB,VICTORIA,TOWN
UNISPEC,UNION SPECIALTY MEATS,CUMBERLAND,FREIGHT
UNISTR,UNION STREET GRILL & GROTTO (DBA),COURTENAY,FREIGHT
UVICFO,UNIVERSITY OF VICTORIA FOOD SERVICES,VICTORIA,TOWN
UPLNDS,UPLANDS GOLF CLUB,VICTORIA,TOWN
URBANG,URBAN GROCER dba,VICTORIA,TOWN
UTOPBAK,UTOPIA BAKERY CAFE,CHEMAINUS,UPISLAND
UVFACC,UVIC - UNIVERSITY CLUB,VICTORIA,TOWN
UVICST,UVIC STUDENT SOCIETY,VICTORIA,TOWN
VIGREEK,VANCOUVER ISLAND GREEK ASSOCIATION,VICTORIA,TOWN
MALASP,VANCOUVER ISLAND UNIVERSITY,NANAIMO,UPISLAND
VICIOUS,"VICIOUS POODLE, THE",VICTORIA,TOWN
EDELWE,VICTORIA EDELWEISS CLUB,VICTORIA,TOWN
VICGOL,VICTORIA GOLF CLUB,VICTORIA,TOWN
VICHARB,VICTORIA HARBOUR HOUSE RESTAURANT dba,VICTORIA,TOWN
VICMAR,VICTORIA MARRIOTT,VICTORIA,TOWN
VICPIES,VICTORIA PIE CO.,VICTORIA,TOWN
VICATMC,VICTORIAN AT MCKENZIE(CPS) 08107 7956,VICTORIA,TOWN
ABERDEEN,VIHA-ABERDEEN HOSPITAL-FOOD SERV-56850,VICTORIA,TOWN
GLENHOSP,VIHA-GLENGARRY HOSPITAL-FOOD SERV-56840,VICTORIA,TOWN
GORGE,VIHA-GORGE ROAD HOSP-FOOD SERV-56880,VICTORIA,TOWN
MTTOLMIE,VIHA-MT TOLMIE HOSPITAL FOOD SERV-56860,VICTORIA,TOWN
PRIORY,VIHA-PRIORY HOSPITAL-FOOD SERV-56870,VICTORIA,TOWN
QUEENA,VIHA-QUEEN ALEXANDER CENTRE-FOODS 56830,VICTORIA,TOWN
ROYALJ,VIHA-ROYAL JUBILEE HOSP. PATIENT-65108,CANADA,N/A
SAANPEN,VIHA-SAANICH PENINSULA HOSP. FOODS-56820,SAANICHTON,TOWN
VICGEN,VIHA-VIC GENERAL HOSPITAL PATIENT-65111,VICTORIA,TOWN
VILLAEY,VILLA EYRIE RESORT dba,MALAHAT,UPISLAND
VILLCT,"VILLAGE CHINATOWN, THE",VICTORIA,TOWN
VILLCOOK,"VILLAGE COOK ST, THE",VICTORIA,TOWN
VILLEST,"VILLAGE ESTEVAN, THE",VICTORIA,TOWN
THRI14,VILLAGE FOOD MARKET (LOGAN),SOOKE,TOWN
VILLRO,"VILLAGE ROYAL OAK, THE",VICTORIA,TOWN
VILLTOR,"VILLAGE TORQUAY, THE",VICTORIA,TOWN
VINE,"VINE, THE dba",COWICHAN BAY,UPISLAND
VITAL,VITAL VITTLES,SOOKE,TOWN
WOLFMP,W.O.L.F MEAL PREP,VICTORIA,TOWN
BELLAB,WAGLISLA BAND STORE,WAGLISLA,N/A
RETAIL,WARREN'S CASH SALES,,LOOKUP
PRORET,WARREN'S PROMO ACCOUNT,,LOOKUP
WASABI,WASABIYA JAPANESE SUSHI CAFE,CAMPBELL RIVER,FREIGHT
WAVER,"WAVERLEY HOTEL, THE dba",CUMBERLAND,FREIGHT
WEDGEW,WEDGEWOOD HOUSE(SGP)51027,VICTORIA,TOWN
WELLBU,WELLBURN'S MARKET,VICTORIA,TOWN
WELLSL,WELLESLEY (SGP)#51288,VICTORIA,TOWN
WELLIN,WELLINGTON PUB / HOTEL,NANAIMO,UPISLAND
WEPAC,WEPAC LUNCH PROGRAM,TOFINO,FREIGHT
SOUTHSE,WESCADIA,RICHMOND,VAN
WESCST,WEST COAST GENERAL HOSP.(CPS)08107 7336,PORT ALBERNI,FREIGHT
WESTPAC,WEST PACIFIC SEAFOOD,TOFINO,FREIGHT
COASTW,WESTERLY HOTEL,COURTENAY,FREIGHT
WESTE2,WESTERN FOODS #2  SOOKE,SOOKE,TOWN
WESTINB,WESTIN BEAR MT. GOLF RESORT & SPA LTD.,VICTORIA,TOWN
WESBEAR,WESTIN BEAR MTN.GOLF & SPA (dba),VICTORIA,TOWN
WSLODGE,WESTSHORE LODGE(SGP)51213,VICTORIA,TOWN
WHEATS,WHEATSHEAF INN,NANAIMO,UPISLAND
WHEELIES,WHEELIES MOTORCYCLES,VICTORIA,TOWN
WHISTL,WHISTLE STOP PUB,COURTENAY,FREIGHT
WHITET,WHITE TOWER RESTAURANT,CAMPBELL RIVER,FREIGHT
WHOLEB,WHOLE BEAST SALUMERIA,VICTORIA,TOWN
WILD1,WILD 1 COOKHOUSE,GALIANO ISLAND,P/U
WILDSI,WILDSIDE GRILL,TOFINO,FREIGHT
WILLMH,WILLIAM HEAD INSTITUTE,VICTORIA,TOWN
WILLOWS,WILLOWS GALLEY,VICTORIA,TOWN
WINDCRM,WIND CRIES MARY,VICTORIA,TOWN
WINDWA,WINDWARD PUB,NANAIMO,UPISLAND
WITSEND,WITS END RETREAT,VICTORIA,TOWN
WOLFIN,WOLF IN THE FOG,TOFINO,FREIGHT
WOODGRO,WOODGROVE MANOR(SGP)51213,NANAIMO,UPISLAND
WSIKEM,WSIKEM SUNSET CAFE,SIDNEY,TOWN
YELPNT,YELLOW POINT LODGE,LADYSMITH,UPISLAND
YORKST,YORK ST. DINER,DUNCAN,UPISLAND
YOSSUS,YOSHI SUSHI (2010) LTD.  - VICTORIA,VICTORIA,TOWN
YOUBOUBG,YOUBOU BAR & GRILL dba,YOUBOU,UPISLAND
YOURI,YOUR ISLAND KITCHEN DEPOT,CAMPBELL RIVER,FREIGHT
YUCALT,YUCALTA LODGE(CPS)08107 7341,CAMPBELL RIVER,FREIGHT
ZACKS,ZACK'S LOUNGE dba,LADYSMITH,UPISLAND
ZAMBRI,ZAMBRI'S,VICTORIA,TOWN
ZANZIB,ZANZIBAR CAFE,BRENTWOOD BAY,TOWN
ZOUGLA,ZOUGLA RESTAURANT,NANAIMO,UPISLAND
